,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
10,2251,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Online challenges (e.g., daily or weekly coding challenges)",,12,6,"Developer, back-end;Developer, embedded applications or devices;Blockchain",100 to 499 employees,I have little or no influence,Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,81500.0,Monthly,Bash/Shell;JavaScript;Rust;TypeScript,Rust,MySQL;SQLite,MySQL;SQLite,,,Node.js,,,,Docker;Kubernetes,,CLion;Notepad++;Vim;Visual Studio Code,CLion;Notepad++,Windows;Windows Subsystem for Linux (WSL),Windows,Git,Command-line,,,,,Slack;Zoom,Slack,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,Prefer not to say,Yes,Independent contributor,6.0,Neither agree nor disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,1-2 times a week,1-2 times a week,3-5 times a week,Over 120 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,No,Too short,Easy,61824.0
11,3406,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media,,,23,20,"Developer, full-stack;Engineering manager","1,000 to 4,999 employees",I have a great deal of influence,Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,92000.0,Monthly,C#;HTML/CSS;JavaScript,C#;HTML/CSS;JavaScript;Python,Microsoft SQL Server;Redis,Microsoft SQL Server;MongoDB;Redis,Microsoft Azure,Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;Blazor,ASP.NET;ASP.NET Core ;Blazor,.NET,.NET,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Version control hosting service web GUI,,,,,Microsoft Teams,Microsoft Teams,Indifferent,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,People manager,20.0,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly agree,1-2 times a week,1-2 times a week,Never,Less than 15 minutes a day,30-60 minutes a day,Very long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,Yes,No,Yes,Appropriate in length,Easy,69792.0
12,3519,"I am not primarily a developer, but I write code sometimes as part of my work",I prefer not to say,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Books / Physical media;Other (please specify):,,,20,20,,"10,000 or more employees",I have some influence,Other (please specify):,South Africa,ZAR	South African rand,,Monthly,Bash/Shell;C++;HTML/CSS;JavaScript;Perl;PowerShell;SQL;VBA,,Cassandra;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle,,AWS;Microsoft Azure;VMware,,Flask;Node.js,,TensorFlow,,Ansible;Docker,,Notepad++;Vim,,Linux-based;Windows;Windows Subsystem for Linux (WSL),Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Jira Work Management,,Cisco Webex Teams;Microsoft Teams;Zoom,,Indifferent,Collectives on Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Too long,Easy,
13,3613,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,Something else,"Books / Physical media;School (i.e., University, College, etc)",,,38,27,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,1766000.0,Yearly,C#;JavaScript,,DynamoDB;Elasticsearch;Microsoft SQL Server,Microsoft SQL Server,AWS;Microsoft Azure,Microsoft Azure,ASP.NET Core ;Node.js;Vue.js,ASP.NET Core ;Node.js;Vue.js,.NET,.NET;Apache Kafka;Ionic,Docker;npm,Docker;Kubernetes;npm,Android Studio;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line;Dedicated version control GUI application,,,,,Microsoft Teams;Zoom,Microsoft Teams,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,27.0,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,Yes,Appropriate in length,Neither easy nor difficult,111645.0
14,3934,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,I don’t code outside of work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Online books;Online forum;How-to videos;Certification videos,,36,36,"Developer, desktop or enterprise applications;Developer, mobile","Just me - I am a freelancer, sole proprietor, etc.",I have some influence,Start a free trial,South Africa,ZAR	South African rand,800000.0,Yearly,Delphi;SQL,Delphi;SQL,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL;Firebase Realtime Database;SQLite,,,,,,,,,"RAD Studio (Delphi, C++ Builder)","RAD Studio (Delphi, C++ Builder)",Windows,Windows,Git;SVN,Dedicated version control GUI application,,,,,Microsoft Teams;Zoom,,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,50575.0
15,4320,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time;Student, full-time",Full in-person,Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Stack Overflow;How-to videos,,5,,"Engineer, data;Developer, back-end",,,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,,,,Java;Python,C#;Kotlin;Python;VBA,,,,,,,NumPy;Pandas;Qt;TensorFlow,NumPy;Pandas;Qt;TensorFlow,Unity 3D,Unity 3D,NetBeans;Qt Creator;Visual Studio;Visual Studio Code,Qt Creator;Visual Studio Code,Windows,Windows,Git,Version control hosting service web GUI,,,ClickUp,ClickUp,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,People manager,3.0,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Strongly agree,Never,10+ times a week,3-5 times a week,60-120 minutes a day,60-120 minutes a day,Just right,None of these,Yes,No,Yes,Appropriate in length,Easy,
16,4351,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Auditory material (e.g., podcasts)",,35,22,"Senior Executive (C-Suite, VP, etc.)",500 to 999 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,3000000.0,Yearly,F#;SQL,Clojure;F#;Rust,Microsoft SQL Server,Microsoft SQL Server;MongoDB;PostgreSQL,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;React.js,ASP.NET;ASP.NET Core ;React.js,.NET,.NET,,,Rider,Rider,macOS;Windows,macOS;Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Asana,,Google Chat,Google Chat,Very favorable,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,People manager,22.0,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Just right,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,189658.0
17,4606,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,Some college/university study without earning a degree,"Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague",Technical documentation;Stack Overflow;Video-based Online Courses;How-to videos;Coding sessions (live or recorded);Certification videos,Udemy;Pluralsight,12,10,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;System administrator",20 to 99 employees,I have some influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,,Monthly,C#;Crystal;HTML/CSS;JavaScript;PowerShell;SQL,,DynamoDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,,AWS;Firebase;Google Cloud;Heroku;Microsoft Azure,,Angular;Angular.js;ASP.NET;ASP.NET Core ;Blazor;jQuery;Node.js;React.js,,.NET,,Docker;npm,,Notepad++;Visual Studio;Visual Studio Code,,,Windows,Git;SVN,Version control hosting service web GUI;Dedicated version control GUI application,,,,,Google Chat;Microsoft Teams,,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,,,,,,,,,,,,,,,,,,,Too long,Easy,
18,4648,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Written Tutorials;Stack Overflow;Online forum;Written-based Online Courses,,8,1,"Developer, front-end;Developer, full-stack;Developer, desktop or enterprise applications;Developer, mobile","1,000 to 4,999 employees",I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,South Africa,ZAR	South African rand,32000.0,Monthly,C#;C++;Dart;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,Dart;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Cloud Firestore;DynamoDB;Microsoft SQL Server;MySQL;PostgreSQL,AWS,AWS;Firebase;Google Cloud;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;Express;jQuery;Node.js;React.js,Angular;ASP.NET;ASP.NET Core ;Node.js;React.js;Vue.js,.NET;Cordova;Electron;Flutter;Ionic;Pandas,.NET;Electron;Flutter;Pandas;React Native;Xamarin,Docker;Homebrew;npm,Chef;Docker;Homebrew;npm,Android Studio;Atom;IntelliJ;Sublime Text;Visual Studio;Visual Studio Code;Xcode,Android Studio;IntelliJ;Sublime Text;TextMate;Visual Studio;Visual Studio Code;Xcode,macOS;Windows,Windows,Git;Other (please specify):,Code editor;Command-line;Version control hosting service web GUI,,,ClickUp;Confluence;Jira Work Management;Trello,Confluence;Jira Work Management;Trello,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,"Or, in your own words:",I have an anxiety disorder,Yes,Independent contributor,1.0,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,Yes,Yes,Appropriate in length,Neither easy nor difficult,24276.0
19,4886,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media;Other (please specify):,,,40,30,"Developer, full-stack;Cloud infrastructure engineer;Data or business analyst;Product manager",2 to 9 employees,I have a great deal of influence,Other (please specify):,South Africa,ZAR	South African rand,50000.0,Monthly,HTML/CSS;JavaScript;Ruby;SQL,R,MySQL;Redis,MySQL;Redis;SQLite,AWS,AWS,jQuery;Vue.js,Vue.js,,,Yarn,,Sublime Text,Sublime Text,Linux-based;macOS,Linux-based;macOS,Git,Command-line,,,,,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,Yes,People manager,31.0,Strongly agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,6-10 times a week,Never,30-60 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Observability tools,Yes,No,No,Appropriate in length,Easy,37932.0
20,4993,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,20,17,"Developer, full-stack;Engineering manager;Product manager",20 to 99 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Research companies that have emailed me,South Africa,ZAR	South African rand,110000.0,Monthly,C#;JavaScript;PowerShell;TypeScript,,Microsoft SQL Server;MongoDB;MySQL;Neo4j;PostgreSQL;Redis,,Microsoft Azure,,Angular;ASP.NET Core ;Laravel;React.js,Blazor;Vue.js,.NET;Xamarin,Electron,npm;Yarn,,Notepad++;Rider;Visual Studio Code,,,Linux-based;Windows,Git,Command-line,,,ClickUp;Trello,,Microsoft Teams;Slack,,Unsure,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,83448.0
21,5020,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business;Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Certification videos,Udemy;Other,16,7,"Developer, front-end;Developer, full-stack;Developer, back-end;Cloud infrastructure engineer",I don’t know,I have some influence,Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,869375.0,Yearly,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,DynamoDB;Microsoft SQL Server;PostgreSQL;Redis,DynamoDB;PostgreSQL;Redis,AWS;Microsoft Azure,AWS;Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js,ASP.NET Core ;Node.js;React.js,.NET;React Native,.NET;React Native,Docker;Flow;Kubernetes;npm,Docker;Flow;Kubernetes;npm,Android Studio;Notepad++;Visual Studio;Visual Studio Code;Webstorm,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,,,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Indifferent,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,8.0,Strongly agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,3-5 times a week,3-5 times a week,Never,Less than 15 minutes a day,15-30 minutes a day,Just right,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,54961.0
22,5120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)",,Udemy;Pluralsight,9,7,"Developer, full-stack;Database administrator;DevOps specialist;Security professional",500 to 999 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,1200000.0,Yearly,APL;C#;JavaScript;PowerShell;TypeScript,APL;C#;PowerShell;TypeScript,MySQL;PostgreSQL;SQLite,MongoDB;MySQL;PostgreSQL;SQLite,AWS;Heroku,AWS;Heroku,Angular;ASP.NET;ASP.NET Core ,Angular;ASP.NET;ASP.NET Core ;Blazor;Node.js;React.js,.NET;Xamarin,.NET;Ionic,npm;Yarn,npm,Visual Studio;Visual Studio Code,Rider;Visual Studio;Visual Studio Code,Linux-based;Windows,Windows,Git;SVN,Version control hosting service web GUI,,,,,Google Chat;Slack,Google Chat;Slack,Very favorable,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,African,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,People manager,7.0,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,Over 120 minutes a day,Very long,Innersource initiative;DevOps function;Developer portal or other central places to find tools/services;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,75863.0
23,5181,I am a developer by profession,"Student, part-time;Independent contractor, freelancer, or self-employed",Fully remote,School or academic work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Interactive tutorial,Udemy;Codecademy;Other,4,,"Developer, front-end;Student;Developer, mobile",,,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,South Africa,,,,HTML/CSS;Objective-C;PHP;Swift,Bash/Shell;Dart;Go;HTML/CSS;Kotlin;Objective-C;PHP;Python;Rust;Solidity;SQL;Swift;TypeScript,Cloud Firestore;Firebase Realtime Database,Cloud Firestore;MongoDB;MySQL;Firebase Realtime Database;Redis,Firebase,AWS;Firebase;Google Cloud;Managed Hosting,,,Flutter,Flutter;TensorFlow,,,Visual Studio Code;Xcode,Android Studio;IntelliJ;Vim;Visual Studio Code;Xcode,macOS,Windows,Git,Code editor;Dedicated version control GUI application,,,,,Slack;Zoom,Google Chat;Microsoft Teams;Slack;Zoom,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Not sure,18-24 years old,Man,No,Straight / Heterosexual,African;Black,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too short,Easy,
24,5199,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification",,Udemy;Udacity,10,5,"Developer, full-stack;Developer, back-end;Developer, embedded applications or devices",2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,40000.0,Monthly,Bash/Shell;C;C#;F#;TypeScript,Bash/Shell;C;F#;Rust,Microsoft SQL Server;Firebase Realtime Database,Microsoft SQL Server;MongoDB;PostgreSQL;Redis,AWS;Firebase,Microsoft Azure,Angular;ASP.NET Core ,ASP.NET Core ,.NET,.NET,Docker,Docker;Kubernetes,Rider;Visual Studio Code,Rider;Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),,Git,Command-line;Dedicated version control GUI application,,,Asana,,Google Chat;Microsoft Teams;Zoom,Google Chat;Slack,Very favorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White;European;African,None of the above,,Yes,Independent contributor,5.0,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat short,DevOps function;Automated testing;Observability tools,Yes,Yes,Yes,Too long,Neither easy nor difficult,30348.0
25,5200,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Stack Overflow;Online books;Online forum;How-to videos;Certification videos,Coursera;Udemy;Codecademy,16,15,"Engineer, site reliability;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Database administrator;Data or business analyst;System administrator;Security professional",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,50000.0,Monthly,HTML/CSS;Java;JavaScript;PHP;Python;SQL,Groovy;Kotlin,MariaDB;Microsoft SQL Server;MySQL,Cassandra;Elasticsearch;Redis,AWS;Managed Hosting,,Angular;Angular.js;Node.js,,Ionic;Spring,Apache Kafka;Apache Spark;Flutter;TensorFlow;Torch/PyTorch,npm,Chef;Kubernetes,IntelliJ;NetBeans,,Windows,Linux-based;Windows,Git,Code editor,,,Jira Work Management,Confluence,Slack;Zoom,,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,37932.0
26,5279,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,"Associate degree (A.A., A.S., etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Video-based Online Courses;How-to videos,Udemy,5,3,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,I have some influence,Start a free trial,South Africa,ZAR	South African rand,300000.0,Yearly,HTML/CSS;JavaScript;Lua,Rust;SQL;TypeScript,MongoDB;Redis,MariaDB;PostgreSQL,DigitalOcean;Google Cloud;Heroku,,Express;Next.js;Node.js;Nuxt.js;React.js;Vue.js,,Capacitor,,Docker;npm,Docker,Android Studio;Visual Studio Code,,Windows,Windows,Git,Command-line,,,Asana,,Slack,,Indifferent,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,18966.0
27,5286,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Udemy,30,25,"Developer, embedded applications or devices",100 to 499 employees,I have little or no influence,Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,1200000.0,Yearly,Bash/Shell;C;C#;Groovy;Java;Python;R;Ruby;TypeScript,R;Ruby,Microsoft SQL Server;PostgreSQL,,,,,,Tidyverse,Tidyverse,npm,,CLion;Eclipse;IPython/Jupyter;Notepad++;RStudio;RubyMine;Spyder;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows,Git,Command-line,,,Jira Work Management,,,,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White;African,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,25.0,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,60-120 minutes a day,Just right,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,Yes,Appropriate in length,Neither easy nor difficult,75863.0
